Category,Price,Rating,Discount,Stock,In_Stock
ELECTRONICS,8019.02,2.97,0.8,Out of Stock,0
CLOTHING,2960.8,3.15,11.85,In Stock,1
ELECTRONICS,8333.54,2.14,11.72,Out of Stock,0
FURNITURE,10041.21,2.56,12.54,Out of Stock,0
FURNITURE,6179.6,2.57,8.07,Out of Stock,0
ELECTRONICS,8318.12,4.14,7.9,In Stock,1
FOOD,534.54,3.3,27.98,In Stock,1
FURNITURE,8628.3,2.75,0.31,Out of Stock,0
ELECTRONICS,6025.94,2.95,17.57,In Stock,1
FOOD,445.44,4.86,14.51,In Stock,1
FURNITURE,8885.39,1.42,12.04,Out of Stock,0
ELECTRONICS,6234.83,4.6,18.22,Out of Stock,0
FOOD,757.48,4.04,20.31,In Stock,1
CLOTHING,2446.29,3.46,12.23,In Stock,1
FURNITURE,3411.57,2.74,2.32,Out of Stock,0
FURNITURE,5195.08,2.75,6.49,In Stock,1
FURNITURE,8628.3,1.26,7.56,Out of Stock,0
CLOTHING,956.56,3.72,33.68,In Stock,1
FURNITURE,9680.51,3.58,5.03,Out of Stock,0
FURNITURE,12181.28,2.75,7.26,Out of Stock,0
CLOTHING,2120.26,2.06,34.43,In Stock,1
FURNITURE,10423.02,2.08,1.29,Out of Stock,0
ELECTRONICS,5454.68,4.69,13.79,In Stock,1
FOOD,145.33,3.71,17.77,In Stock,1
ELECTRONICS,9177.86,1.17,4.73,Out of Stock,0
ELECTRONICS,9448.74,1.04,4.03,Out of Stock,0
ELECTRONICS,9795.12,3.45,5.23,Out of Stock,0
FOOD,100.24,3.06,7.34,In Stock,1
CLOTHING,2703.71,3.46,37.42,In Stock,1
FOOD,738.71,3.82,5.74,In Stock,1
ELECTRONICS,7585.59,4.63,12.23,Out of Stock,0
CLOTHING,664.57,4.08,12.23,In Stock,1
FOOD,730.6,3.24,16.02,In Stock,1
FURNITURE,13553.55,2.44,7.23,Out of Stock,0
CLOTHING,676.15,3.46,19.6,In Stock,1
FOOD,419.74,3.96,13.83,In Stock,1
FURNITURE,11055.65,1.57,7.3,Out of Stock,0
FOOD,603.9,4.73,18.79,In Stock,1
ELECTRONICS,8345.27,1.51,18.92,Out of Stock,0
ELECTRONICS,5662.87,4.1,5.3,Out of Stock,0
FURNITURE,14203.12,3.52,11.31,Out of Stock,0
ELECTRONICS,6095.3,2.77,12.36,In Stock,1
FURNITURE,12239.68,2.75,14.44,Out of Stock,0
FOOD,717.67,3.54,24.68,In Stock,1
FURNITURE,9219.89,2.62,4.72,Out of Stock,0
FURNITURE,9971.62,2.75,6.16,In Stock,1
FURNITURE,8628.3,3.45,12.23,Out of Stock,0
CLOTHING,629.92,4.58,25.62,In Stock,1
FURNITURE,6148.99,1.85,7.25,Out of Stock,0
CLOTHING,2717.08,3.14,38.74,In Stock,1
CLOTHING,742.05,3.43,49.63,In Stock,1
FOOD,627.83,3.42,15.04,In Stock,1
FURNITURE,5803.5,2.43,11.7,Out of Stock,0
FURNITURE,12254.7,1.8,13.83,Out of Stock,0
FURNITURE,10110.82,2.33,7.53,Out of Stock,0
CLOTHING,2012.68,3.46,26.89,In Stock,1
CLOTHING,1762.33,2.53,41.57,In Stock,1
FOOD,456.32,3.26,22.98,In Stock,1
ELECTRONICS,9662.22,3.03,7.38,Out of Stock,0
ELECTRONICS,5677.58,3.07,2.25,Out of Stock,0
CLOTHING,2834.97,2.55,16.37,In Stock,1
ELECTRONICS,7251.75,3.15,40.76,In Stock,1
CLOTHING,1640.79,2.51,17.02,In Stock,1
ELECTRONICS,7545.57,1.59,12.23,Out of Stock,0
ELECTRONICS,7828.74,3.86,18.75,In Stock,1
ELECTRONICS,9561.27,4.78,4.89,In Stock,1
FURNITURE,4578.78,2.75,13.43,Out of Stock,0
CLOTHING,2930.13,4.58,9.95,In Stock,1
CLOTHING,2868.57,3.27,5.42,In Stock,1
FOOD,381.8,3.09,16.32,In Stock,1
ELECTRONICS,6692.77,2.89,12.26,Out of Stock,0
FURNITURE,13425.61,3.32,6.51,Out of Stock,0
FURNITURE,12833.13,4.17,1.8,Out of Stock,0
ELECTRONICS,7659.66,2.14,0.94,Out of Stock,0
CLOTHING,2171.37,4.59,12.33,In Stock,1
FURNITURE,12748.96,3.99,13.72,Out of Stock,0
FURNITURE,6183.42,4.16,4.81,Out of Stock,0
CLOTHING,1880.85,2.15,6.97,Out of Stock,0
FOOD,590.28,3.89,7.69,In Stock,1
ELECTRONICS,5952.07,3.68,0.01,In Stock,1
FURNITURE,12670.69,1.28,2.87,Out of Stock,0
ELECTRONICS,6931.18,2.94,7.1,Out of Stock,0
FURNITURE,6848.55,4.37,9.62,In Stock,1
FOOD,67.57,3.96,26.25,In Stock,1
FOOD,276.09,3.19,22.75,In Stock,1
FOOD,504.51,4.14,1.61,In Stock,1
ELECTRONICS,7251.75,3.49,4.16,Out of Stock,0
ELECTRONICS,7520.35,3.18,5.67,Out of Stock,0
ELECTRONICS,9742.13,3.03,14.45,Out of Stock,0
ELECTRONICS,5389.97,1.42,9.86,Out of Stock,0
FURNITURE,4928.56,4.42,2.38,Out of Stock,0
CLOTHING,1718.67,3.09,33.77,In Stock,1
ELECTRONICS,5645.18,2.72,5.49,Out of Stock,0
FURNITURE,13653.02,1.14,13.71,Out of Stock,0
FURNITURE,12995.93,2.04,11.84,Out of Stock,0
FURNITURE,3374.56,4.38,7.9,In Stock,1
FURNITURE,6639.37,2.27,1.0,Out of Stock,0
ELECTRONICS,9946.75,1.16,13.1,Out of Stock,0
CLOTHING,1606.84,4.85,16.07,In Stock,1
FURNITURE,9385.04,2.69,10.54,Out of Stock,0
FOOD,101.01,3.39,6.44,In Stock,1
ELECTRONICS,8690.75,1.76,11.47,Out of Stock,0
FURNITURE,5582.93,4.02,14.13,Out of Stock,0
ELECTRONICS,7592.46,2.41,4.68,Out of Stock,0
ELECTRONICS,5248.91,2.07,12.23,Out of Stock,0
FOOD,450.21,4.89,11.89,In Stock,1
FOOD,570.4,3.98,15.38,In Stock,1
FOOD,250.83,3.91,14.12,In Stock,1
ELECTRONICS,8533.21,4.76,6.59,In Stock,1
FURNITURE,3506.41,2.74,8.17,Out of Stock,0
ELECTRONICS,921.1,4.28,49.32,In Stock,1
ELECTRONICS,9728.87,1.79,17.51,Out of Stock,0
FURNITURE,11453.92,2.59,12.23,Out of Stock,0
FURNITURE,13195.2,2.68,5.6,Out of Stock,0
FURNITURE,8918.97,2.75,2.84,Out of Stock,0
FURNITURE,13810.89,3.36,9.5,Out of Stock,0
FOOD,124.62,4.21,3.63,In Stock,1
FOOD,109.02,4.05,12.08,In Stock,1
ELECTRONICS,7944.05,1.36,8.62,In Stock,1
CLOTHING,936.97,4.96,30.25,In Stock,1
CLOTHING,2218.59,2.98,9.26,In Stock,1
CLOTHING,2939.68,2.86,24.07,In Stock,1
FOOD,537.4,3.05,24.31,In Stock,1
CLOTHING,1841.45,2.83,7.77,In Stock,1
ELECTRONICS,5812.49,4.58,12.23,In Stock,1
ELECTRONICS,6249.51,1.26,13.81,Out of Stock,0
FOOD,479.31,3.81,10.91,Out of Stock,0
ELECTRONICS,6084.07,3.68,19.41,Out of Stock,0
FURNITURE,5108.58,3.09,6.36,Out of Stock,0
CLOTHING,1616.72,2.76,12.23,In Stock,1
CLOTHING,1787.38,3.63,18.71,In Stock,1
ELECTRONICS,186.36,3.17,12.23,In Stock,1
FURNITURE,5354.81,3.42,5.86,Out of Stock,0
CLOTHING,1539.44,3.41,21.55,Out of Stock,0
FOOD,125.46,3.62,19.91,In Stock,1
FOOD,549.34,3.57,13.8,In Stock,1
CLOTHING,983.62,2.63,6.04,Out of Stock,0
FURNITURE,13760.96,1.74,3.41,Out of Stock,0
FURNITURE,6355.22,1.45,9.59,Out of Stock,0
FOOD,106.36,3.27,19.34,In Stock,1
FURNITURE,7075.93,3.48,8.36,Out of Stock,0
FURNITURE,6072.25,3.28,1.74,In Stock,1
FOOD,452.31,3.87,8.04,In Stock,1
FURNITURE,10248.06,4.05,14.98,Out of Stock,0
FOOD,505.82,3.81,6.76,Out of Stock,0
FOOD,242.82,3.96,11.02,In Stock,1
FOOD,419.74,3.74,11.2,In Stock,1
FURNITURE,7602.41,3.93,9.76,Out of Stock,0
ELECTRONICS,8070.84,2.34,16.36,Out of Stock,0
FURNITURE,3460.37,4.05,7.69,In Stock,1
FURNITURE,7779.0,2.74,10.01,Out of Stock,0
ELECTRONICS,5063.83,4.49,8.93,In Stock,1
FURNITURE,7115.6,2.75,6.59,Out of Stock,0
ELECTRONICS,7481.61,2.61,13.57,Out of Stock,0
CLOTHING,1552.24,4.88,31.97,In Stock,1
FOOD,655.61,3.22,11.92,In Stock,1
ELECTRONICS,6684.24,3.28,17.22,Out of Stock,0
FURNITURE,3940.06,1.25,12.75,Out of Stock,0
FURNITURE,5554.2,2.75,8.14,Out of Stock,0
FOOD,674.67,3.25,3.89,Out of Stock,0
ELECTRONICS,7251.75,4.79,8.3,Out of Stock,0
CLOTHING,1317.36,3.82,46.87,In Stock,1
FOOD,677.7,4.99,0.68,In Stock,1
FURNITURE,4354.3,3.13,12.31,In Stock,1
FOOD,263.93,3.48,23.61,In Stock,1
CLOTHING,640.95,3.11,27.76,In Stock,1
ELECTRONICS,470.26,4.46,10.65,In Stock,1
FOOD,509.51,4.17,16.43,In Stock,1
FURNITURE,10685.8,1.91,1.27,Out of Stock,0
ELECTRONICS,5596.36,1.9,10.0,Out of Stock,0
FURNITURE,13085.31,3.45,11.84,Out of Stock,0
FOOD,313.23,3.81,11.81,In Stock,1
FURNITURE,5302.48,1.21,8.86,Out of Stock,0
CLOTHING,2973.04,2.5,7.1,In Stock,1
FOOD,634.65,3.51,24.89,In Stock,1
FURNITURE,11447.24,4.31,6.13,Out of Stock,0
ELECTRONICS,8309.85,2.86,12.61,Out of Stock,0
FURNITURE,8395.19,1.66,7.62,Out of Stock,0
FOOD,446.44,4.62,22.07,In Stock,1
ELECTRONICS,8318.96,1.45,14.41,Out of Stock,0
CLOTHING,1750.76,4.68,46.39,In Stock,1
FOOD,91.37,4.64,1.13,In Stock,1
ELECTRONICS,6835.85,3.17,2.96,In Stock,1
FOOD,609.74,3.02,5.06,In Stock,1
CLOTHING,1951.99,4.14,46.25,In Stock,1
FOOD,579.12,4.34,11.83,In Stock,1
ELECTRONICS,5006.42,1.48,10.69,In Stock,1
FURNITURE,11101.56,2.46,10.96,Out of Stock,0
FURNITURE,9262.35,1.26,2.88,Out of Stock,0
FURNITURE,13079.98,3.54,13.42,Out of Stock,0
FOOD,138.17,4.98,6.28,In Stock,1
ELECTRONICS,7251.75,4.99,5.62,Out of Stock,0
FURNITURE,11016.23,1.62,8.7,Out of Stock,0
ELECTRONICS,9520.17,2.28,13.41,Out of Stock,0
ELECTRONICS,5939.52,3.5,6.73,In Stock,1
CLOTHING,1787.38,2.94,13.05,In Stock,1
CLOTHING,2754.79,3.19,16.04,In Stock,1
FURNITURE,8380.89,2.12,11.17,Out of Stock,0
FOOD,778.41,3.96,25.83,In Stock,1
CLOTHING,1914.66,2.47,36.08,In Stock,1
CLOTHING,1783.59,3.95,45.04,In Stock,1
FURNITURE,8285.21,4.15,11.26,Out of Stock,0
CLOTHING,1721.51,3.81,19.65,In Stock,1
CLOTHING,2958.99,4.0,6.97,In Stock,1
ELECTRONICS,6633.11,3.49,1.13,Out of Stock,0
FURNITURE,3286.61,2.58,4.99,In Stock,1
FOOD,378.72,3.53,4.94,In Stock,1
ELECTRONICS,8445.72,3.06,4.0,Out of Stock,0
ELECTRONICS,6597.95,3.37,1.44,In Stock,1
FOOD,419.74,3.15,24.37,In Stock,1
FOOD,614.31,4.51,21.49,In Stock,1
CLOTHING,2173.46,3.43,33.9,In Stock,1
FURNITURE,3460.34,3.18,11.67,In Stock,1
ELECTRONICS,7501.79,2.43,5.55,Out of Stock,0
CLOTHING,2107.01,4.08,44.19,In Stock,1
FURNITURE,7108.01,3.69,8.42,Out of Stock,0
CLOTHING,2707.09,3.58,28.29,Out of Stock,0
FOOD,483.41,4.5,28.94,In Stock,1
CLOTHING,683.91,2.16,47.19,In Stock,1
CLOTHING,1824.69,3.84,26.71,In Stock,1
FURNITURE,4123.89,3.69,12.23,Out of Stock,0
ELECTRONICS,1279.26,2.92,42.7,In Stock,1
FURNITURE,3868.29,4.08,3.85,Out of Stock,0
ELECTRONICS,7964.92,4.74,13.56,In Stock,1
ELECTRONICS,7072.15,3.76,6.88,Out of Stock,0
ELECTRONICS,6386.29,4.99,15.02,Out of Stock,0
FOOD,533.54,3.71,1.47,In Stock,1
CLOTHING,577.64,3.66,39.29,In Stock,1
FURNITURE,9448.55,3.94,0.5,Out of Stock,0
CLOTHING,1416.88,2.71,25.13,In Stock,1
FURNITURE,3868.52,4.34,3.35,Out of Stock,0
ELECTRONICS,9611.54,2.7,19.71,Out of Stock,0
FURNITURE,9648.7,4.26,0.08,In Stock,1
FURNITURE,11978.87,4.16,2.1,Out of Stock,0
FURNITURE,4153.51,2.49,14.01,Out of Stock,0
FURNITURE,9508.64,2.85,2.12,Out of Stock,0
FURNITURE,3009.47,3.84,1.31,Out of Stock,0
FOOD,525.39,4.83,6.26,In Stock,1
ELECTRONICS,8326.36,1.31,12.08,In Stock,1
ELECTRONICS,5819.66,3.03,6.02,Out of Stock,0
FURNITURE,8560.69,3.1,2.57,Out of Stock,0
FOOD,606.23,3.61,19.87,In Stock,1
FURNITURE,4899.4,3.41,1.92,In Stock,1
CLOTHING,1563.39,3.46,38.68,In Stock,1
ELECTRONICS,6310.18,4.53,17.84,In Stock,1
ELECTRONICS,5982.21,3.46,1.75,In Stock,1
FOOD,343.65,3.96,19.78,In Stock,1
CLOTHING,2061.75,2.85,22.01,In Stock,1
ELECTRONICS,5514.73,3.88,10.08,In Stock,1
CLOTHING,2271.91,2.75,19.6,Out of Stock,0
ELECTRONICS,6671.08,1.1,6.82,Out of Stock,0
FOOD,652.48,4.79,15.55,In Stock,1
CLOTHING,1638.75,2.09,44.56,In Stock,1
FURNITURE,3156.12,4.31,7.34,In Stock,1
CLOTHING,1354.84,4.77,6.1,In Stock,1
CLOTHING,1953.56,3.65,14.87,In Stock,1
ELECTRONICS,7144.44,3.61,14.54,Out of Stock,0
ELECTRONICS,5003.58,4.75,3.29,In Stock,1
CLOTHING,1083.95,2.79,6.7,In Stock,1
CLOTHING,807.63,4.96,19.18,In Stock,1
FOOD,419.74,3.21,21.58,In Stock,1
CLOTHING,2636.42,2.77,5.94,In Stock,1
FOOD,217.32,3.11,3.1,In Stock,1
FURNITURE,8178.1,1.8,7.74,Out of Stock,0
FURNITURE,6041.93,4.29,13.59,Out of Stock,0
ELECTRONICS,7834.03,2.42,7.62,Out of Stock,0
CLOTHING,1529.63,4.18,25.32,In Stock,1
ELECTRONICS,9283.65,4.78,6.72,In Stock,1
ELECTRONICS,7803.47,1.38,4.01,Out of Stock,0
FURNITURE,7961.59,1.72,13.15,Out of Stock,0
ELECTRONICS,5791.43,2.82,12.11,In Stock,1
CLOTHING,2229.66,3.15,44.11,In Stock,1
FOOD,476.24,3.88,12.23,In Stock,1
FOOD,398.52,4.64,18.44,In Stock,1
FOOD,674.12,3.99,3.55,In Stock,1
ELECTRONICS,5068.2,2.21,13.96,Out of Stock,0
CLOTHING,2475.65,2.89,27.3,In Stock,1
FOOD,365.84,3.82,6.94,In Stock,1
ELECTRONICS,5681.86,3.03,12.23,Out of Stock,0
CLOTHING,995.33,2.03,33.23,In Stock,1
ELECTRONICS,6581.88,4.89,3.87,Out of Stock,0
ELECTRONICS,6729.14,3.03,0.17,Out of Stock,0
CLOTHING,2598.02,2.1,47.31,In Stock,1
ELECTRONICS,9460.37,3.14,12.23,Out of Stock,0
FOOD,540.33,3.77,19.42,In Stock,1
FOOD,83.58,3.11,13.72,In Stock,1
FURNITURE,8628.3,4.11,1.57,Out of Stock,0
ELECTRONICS,9113.24,1.84,7.88,Out of Stock,0
ELECTRONICS,6583.01,2.6,3.01,Out of Stock,0
ELECTRONICS,7517.85,3.03,8.83,Out of Stock,0
FOOD,417.96,3.96,21.18,In Stock,1
FOOD,417.84,3.52,26.55,In Stock,1
ELECTRONICS,7885.1,1.88,5.38,Out of Stock,0
FURNITURE,8628.3,1.15,14.88,Out of Stock,0
ELECTRONICS,5651.76,4.18,7.9,In Stock,1
FOOD,419.16,4.76,12.39,In Stock,1
FOOD,453.12,3.1,0.07,In Stock,1
FURNITURE,5937.6,3.38,1.82,In Stock,1
FOOD,135.32,3.82,19.44,In Stock,1
FURNITURE,11544.86,1.62,1.19,Out of Stock,0
CLOTHING,2850.99,2.78,43.4,In Stock,1
FURNITURE,8628.3,3.7,2.53,Out of Stock,0
ELECTRONICS,9109.01,4.08,11.93,Out of Stock,0
FURNITURE,7046.42,1.92,1.83,Out of Stock,0
FOOD,432.32,4.17,10.78,In Stock,1
FURNITURE,8704.31,2.27,9.62,Out of Stock,0
CLOTHING,2753.15,2.49,22.16,In Stock,1
FOOD,155.65,4.25,21.87,In Stock,1
FOOD,748.93,3.56,28.51,In Stock,1
FOOD,97.45,4.21,1.71,In Stock,1
ELECTRONICS,9468.87,3.12,13.39,Out of Stock,0
ELECTRONICS,9157.87,1.6,0.77,Out of Stock,0
ELECTRONICS,9394.41,2.26,2.58,Out of Stock,0
ELECTRONICS,7342.31,3.39,0.62,In Stock,1
FURNITURE,6298.75,1.11,6.31,Out of Stock,0
ELECTRONICS,9475.5,3.03,12.74,In Stock,1
FURNITURE,4939.65,4.17,7.74,Out of Stock,0
CLOTHING,884.37,4.77,39.09,In Stock,1
ELECTRONICS,7251.75,3.84,4.01,Out of Stock,0
FURNITURE,5532.08,3.41,3.3,Out of Stock,0
FOOD,379.0,4.56,23.52,In Stock,1
CLOTHING,1633.15,4.38,42.74,In Stock,1
FOOD,541.08,3.96,8.22,In Stock,1
FOOD,286.13,3.23,8.19,In Stock,1
ELECTRONICS,6047.6,2.82,18.17,In Stock,1
FURNITURE,4253.76,3.52,10.31,Out of Stock,0
FURNITURE,4149.05,4.23,8.53,In Stock,1
FOOD,322.79,4.51,7.72,Out of Stock,0
ELECTRONICS,8467.55,1.16,16.79,In Stock,1
FOOD,386.13,4.27,6.64,In Stock,1
ELECTRONICS,8385.37,4.09,9.46,In Stock,1
ELECTRONICS,8088.63,2.83,17.88,In Stock,1
CLOTHING,1744.67,4.53,41.06,In Stock,1
CLOTHING,1526.26,2.69,23.27,In Stock,1
FURNITURE,12914.61,1.8,7.87,Out of Stock,0
FOOD,654.57,3.71,19.27,In Stock,1
FOOD,234.22,3.22,23.83,In Stock,1
CLOTHING,747.42,2.81,43.48,In Stock,1
CLOTHING,1366.17,3.46,49.09,In Stock,1
CLOTHING,1170.69,2.12,36.73,In Stock,1
FURNITURE,8411.84,1.35,10.61,Out of Stock,0
ELECTRONICS,5155.87,4.48,2.77,In Stock,1
FURNITURE,4527.74,1.61,14.4,Out of Stock,0
FOOD,569.88,3.96,11.93,In Stock,1
CLOTHING,1340.78,2.7,26.63,In Stock,1
FOOD,463.87,4.26,7.71,In Stock,1
CLOTHING,2871.64,2.51,48.45,In Stock,1
ELECTRONICS,3178.27,2.68,5.0,Out of Stock,0
FURNITURE,8389.48,3.0,6.53,Out of Stock,0
CLOTHING,1537.12,4.2,35.86,In Stock,1
CLOTHING,2583.18,2.75,32.43,In Stock,1
FOOD,488.9,3.74,14.58,In Stock,1
FURNITURE,6765.39,1.5,3.21,Out of Stock,0
ELECTRONICS,5527.57,3.03,12.23,In Stock,1
FOOD,762.95,4.46,1.56,In Stock,1
FOOD,713.18,4.73,13.3,In Stock,1
FOOD,489.4,4.95,15.97,In Stock,1
ELECTRONICS,9526.61,1.33,3.82,Out of Stock,0
FOOD,380.57,4.17,24.49,In Stock,1
ELECTRONICS,7251.75,3.03,0.71,Out of Stock,0
ELECTRONICS,9005.86,3.42,3.97,Out of Stock,0
ELECTRONICS,7474.14,3.97,15.41,In Stock,1
FURNITURE,8995.42,2.07,14.61,Out of Stock,0
ELECTRONICS,8316.81,2.63,5.61,Out of Stock,0
FURNITURE,11773.24,1.85,2.58,In Stock,1
CLOTHING,1824.58,2.87,33.3,In Stock,1
ELECTRONICS,5589.69,3.03,5.67,In Stock,1
FURNITURE,3002.92,1.44,14.0,Out of Stock,0
CLOTHING,2668.39,2.7,40.03,In Stock,1
FOOD,506.43,4.94,11.21,In Stock,1
CLOTHING,2203.65,2.19,22.83,Out of Stock,0
FOOD,772.86,4.08,8.64,In Stock,1
ELECTRONICS,5601.35,3.81,12.9,Out of Stock,0
CLOTHING,1434.85,4.85,6.0,In Stock,1
FURNITURE,6644.69,4.22,4.81,In Stock,1
CLOTHING,1787.38,3.6,42.07,In Stock,1
FOOD,127.36,4.89,23.85,In Stock,1
CLOTHING,953.13,4.14,22.32,In Stock,1
FURNITURE,7827.54,3.74,14.44,Out of Stock,0
ELECTRONICS,5633.28,2.68,9.62,Out of Stock,0
FURNITURE,7515.74,2.27,0.78,Out of Stock,0
CLOTHING,2213.85,3.31,13.77,In Stock,1
ELECTRONICS,9080.17,4.21,9.73,Out of Stock,0
ELECTRONICS,6492.25,3.55,5.76,Out of Stock,0
ELECTRONICS,6180.04,3.92,0.81,Out of Stock,0
FOOD,121.08,3.01,4.59,In Stock,1
CLOTHING,672.48,4.99,18.0,In Stock,1
FURNITURE,4791.22,1.84,14.04,Out of Stock,0
CLOTHING,1800.4,3.09,44.3,In Stock,1
ELECTRONICS,6974.95,2.34,4.15,Out of Stock,0
FOOD,333.35,3.63,20.32,In Stock,1
FOOD,267.19,4.15,1.98,Out of Stock,0
ELECTRONICS,5956.45,2.63,18.74,Out of Stock,0
ELECTRONICS,6886.26,3.66,5.1,Out of Stock,0
ELECTRONICS,5635.17,1.23,6.11,In Stock,1
FOOD,168.25,3.35,22.82,In Stock,1
FOOD,61.88,4.12,11.38,In Stock,1
CLOTHING,1766.37,3.69,19.1,In Stock,1
FURNITURE,6541.31,3.57,13.07,Out of Stock,0
FURNITURE,8628.3,1.34,13.47,Out of Stock,0
FOOD,312.42,4.1,10.79,In Stock,1
FURNITURE,4509.63,3.06,12.23,Out of Stock,0
ELECTRONICS,6014.97,2.81,15.94,In Stock,1
ELECTRONICS,7952.13,1.39,10.96,Out of Stock,0
ELECTRONICS,2256.85,4.38,33.31,In Stock,1
ELECTRONICS,5763.29,3.84,13.55,In Stock,1
FOOD,68.32,3.82,9.99,In Stock,1
FURNITURE,11032.94,1.76,8.86,Out of Stock,0
ELECTRONICS,9566.03,4.19,18.43,In Stock,1
ELECTRONICS,9892.53,1.04,12.45,Out of Stock,0
CLOTHING,1532.1,4.58,16.33,In Stock,1
FURNITURE,14772.35,3.15,11.9,Out of Stock,0
CLOTHING,714.0,2.55,39.13,In Stock,1
ELECTRONICS,66.49,4.63,0.42,In Stock,1
ELECTRONICS,8285.59,2.46,12.23,Out of Stock,0
ELECTRONICS,8480.16,2.37,2.16,Out of Stock,0
ELECTRONICS,3835.75,3.06,7.81,In Stock,1
FURNITURE,11906.41,2.78,6.34,In Stock,1
ELECTRONICS,6990.44,1.11,6.71,In Stock,1
FURNITURE,14712.24,4.06,4.94,In Stock,1
ELECTRONICS,490.85,4.69,13.24,Out of Stock,0
FURNITURE,3215.49,1.26,7.66,Out of Stock,0
CLOTHING,2923.6,4.08,8.19,In Stock,1
FOOD,192.02,4.54,25.24,Out of Stock,0
CLOTHING,2044.24,3.93,6.28,In Stock,1
FOOD,671.4,4.58,7.77,In Stock,1
ELECTRONICS,8543.38,1.86,0.81,Out of Stock,0
ELECTRONICS,6005.68,1.71,6.75,Out of Stock,0
CLOTHING,1546.12,3.53,26.45,In Stock,1
FOOD,253.01,3.06,18.15,In Stock,1
ELECTRONICS,6978.72,3.03,17.34,Out of Stock,0
FOOD,610.06,4.72,14.85,In Stock,1
FURNITURE,4571.18,3.44,3.09,Out of Stock,0
ELECTRONICS,7206.15,1.26,16.51,Out of Stock,0
FOOD,144.46,4.81,25.93,In Stock,1
ELECTRONICS,1661.46,4.23,32.88,In Stock,1
FURNITURE,12636.91,2.75,11.79,Out of Stock,0
ELECTRONICS,7312.28,4.76,9.73,In Stock,1
FOOD,396.96,4.57,24.65,In Stock,1
FURNITURE,9653.87,2.75,7.02,Out of Stock,0
FURNITURE,8628.3,3.64,12.17,Out of Stock,0
FOOD,74.62,3.94,19.4,In Stock,1
CLOTHING,2575.08,2.15,43.36,Out of Stock,0
FOOD,461.3,3.96,9.52,In Stock,1
FURNITURE,6383.15,2.86,12.23,Out of Stock,0
FOOD,168.9,4.63,3.98,In Stock,1
ELECTRONICS,6166.98,2.81,10.34,Out of Stock,0
FURNITURE,12163.33,2.57,11.85,Out of Stock,0
FOOD,513.76,3.23,4.69,Out of Stock,0
FOOD,377.78,3.96,22.31,In Stock,1
ELECTRONICS,7903.69,2.55,3.42,In Stock,1
FOOD,220.13,4.15,12.7,In Stock,1
CLOTHING,1787.32,2.51,34.83,In Stock,1
FOOD,689.4,3.52,14.75,In Stock,1
ELECTRONICS,9877.64,2.33,11.9,Out of Stock,0
FOOD,117.65,4.21,2.69,In Stock,1
FURNITURE,14510.83,3.5,11.82,Out of Stock,0
ELECTRONICS,8520.52,3.36,9.0,Out of Stock,0
FURNITURE,13300.48,4.35,7.49,Out of Stock,0
CLOTHING,2828.84,3.75,29.23,In Stock,1
FURNITURE,8453.79,1.73,0.06,Out of Stock,0
FURNITURE,5898.07,2.78,5.7,Out of Stock,0
FOOD,386.36,4.96,10.51,In Stock,1
FOOD,389.14,3.27,1.44,In Stock,1
FURNITURE,12304.91,3.0,11.41,Out of Stock,0
CLOTHING,874.66,3.72,16.41,In Stock,1
ELECTRONICS,1070.15,2.03,10.87,In Stock,1
FOOD,281.95,3.23,29.58,In Stock,1
ELECTRONICS,6703.59,1.46,2.99,Out of Stock,0
FURNITURE,10052.44,1.22,12.94,Out of Stock,0
FURNITURE,14538.0,1.86,6.75,Out of Stock,0
CLOTHING,555.34,3.92,23.63,In Stock,1
FURNITURE,8628.3,1.72,9.81,Out of Stock,0
ELECTRONICS,7081.09,1.72,13.78,Out of Stock,0
FOOD,473.8,4.72,3.52,In Stock,1
ELECTRONICS,8928.33,3.03,2.3,In Stock,1
CLOTHING,2237.05,3.32,47.52,In Stock,1
CLOTHING,854.03,3.93,22.19,In Stock,1
CLOTHING,2892.04,2.99,48.3,In Stock,1
FOOD,726.11,3.54,24.11,In Stock,1
CLOTHING,2989.01,2.76,24.65,Out of Stock,0
CLOTHING,1800.45,2.88,5.69,Out of Stock,0
ELECTRONICS,6100.65,2.13,8.87,Out of Stock,0
CLOTHING,927.76,4.62,36.72,In Stock,1
ELECTRONICS,5426.0,3.6,13.07,Out of Stock,0
ELECTRONICS,9781.11,1.01,4.96,In Stock,1
FOOD,745.84,4.86,21.62,In Stock,1
FOOD,624.32,3.18,15.42,In Stock,1
FOOD,223.69,3.36,24.31,In Stock,1
CLOTHING,837.6,3.41,47.24,In Stock,1
CLOTHING,964.58,4.93,49.74,In Stock,1
ELECTRONICS,9667.41,3.03,4.74,Out of Stock,0
FOOD,368.37,3.62,8.42,In Stock,1
CLOTHING,2930.57,2.46,38.0,In Stock,1
ELECTRONICS,5002.05,3.38,18.32,Out of Stock,0
CLOTHING,1219.84,2.56,34.33,In Stock,1
CLOTHING,2281.5,4.06,19.37,In Stock,1
CLOTHING,1130.51,4.87,46.55,In Stock,1
FOOD,392.99,4.69,13.57,In Stock,1
FOOD,368.29,3.31,12.79,In Stock,1
FOOD,453.06,3.05,13.32,In Stock,1
FURNITURE,12376.27,3.38,9.53,Out of Stock,0
FURNITURE,13914.67,1.06,8.36,Out of Stock,0
FOOD,640.51,4.08,9.72,In Stock,1
FURNITURE,4635.01,4.11,7.06,In Stock,1
