Category,Price,Rating,Discount,Stock
Furniture,9508.64,2.85,2.12,Out of Stock
Furniture,3009.47,3.84,1.31,Out of Stock
Food,525.39,4.83,6.26,In Stock
Electronics,8326.36,1.31,12.08,In Stock
Electronics,5819.66,,6.02,Out of Stock
Furniture,8560.69,3.1,2.57,Out of Stock
Food,606.23,3.61,19.87,In Stock
Furniture,4899.4,3.41,1.92,In Stock
Clothing,1563.39,,38.68,In Stock
Electronics,6310.18,4.53,17.84,In Stock
Electronics,5982.21,3.46,1.75,In Stock
Food,343.65,,19.78,In Stock
Clothing,2061.75,2.85,22.01,In Stock
Electronics,5514.73,3.88,10.08,In Stock
Clothing,2271.91,2.75,19.6,Out of Stock
Electronics,6671.08,1.1,6.82,Out of Stock
Food,652.48,4.79,15.55,In Stock
Clothing,1638.75,2.09,44.56,In Stock
Furniture,3156.12,4.31,7.34,In Stock
Clothing,1354.84,4.77,6.1,In Stock
Clothing,1953.56,3.65,14.87,In Stock
Electronics,7144.44,3.61,14.54,Out of Stock
Electronics,5003.58,4.75,3.29,In Stock
Clothing,1083.95,2.79,6.7,In Stock
Clothing,807.63,4.96,19.18,In Stock
Food,,3.21,21.58,In Stock
Clothing,2636.42,2.77,5.94,In Stock
Food,217.32,3.11,3.1,In Stock
Furniture,8178.1,1.8,7.74,Out of Stock
Furniture,6041.93,4.29,13.59,Out of Stock
Electronics,7834.03,2.42,7.62,Out of Stock
Clothing,1529.63,4.18,25.32,In Stock
Electronics,9283.65,4.78,6.72,In Stock
Electronics,7803.47,1.38,4.01,Out of Stock
Furniture,7961.59,1.72,13.15,Out of Stock
Electronics,5791.43,2.82,12.11,In Stock
Clothing,2229.66,3.15,44.11,In Stock
Food,476.24,3.88,,In Stock
Food,398.52,4.64,18.44,In Stock
Food,674.12,3.99,3.55,In Stock
Electronics,5068.2,2.21,13.96,Out of Stock
Clothing,2475.65,2.89,27.3,In Stock
Food,365.84,3.82,6.94,In Stock
Electronics,5681.86,,,Out of Stock
Clothing,995.33,2.03,33.23,In Stock
,6581.88,4.89,3.87,Out of Stock
Electronics,6729.14,,0.17,Out of Stock
Clothing,2598.02,2.1,47.31,In Stock
,9460.37,3.14,,Out of Stock
Food,540.33,3.77,19.42,In Stock
Food,83.58,3.11,13.72,In Stock
Furniture,,4.11,1.57,Out of Stock
Electronics,9113.24,1.84,7.88,Out of Stock
Electronics,6583.01,2.6,3.01,Out of Stock
Electronics,7517.85,,8.83,Out of Stock
Food,417.96,,21.18,In Stock
Food,417.84,3.52,26.55,In Stock
Electronics,7885.1,1.88,5.38,Out of Stock
Furniture,,1.15,14.88,Out of Stock
Electronics,5651.76,4.18,7.9,In Stock
Food,419.16,4.76,12.39,In Stock
Food,453.12,3.1,0.07,In Stock
Furniture,5937.6,3.38,1.82,In Stock
Food,135.32,3.82,19.44,In Stock
Furniture,11544.86,1.62,1.19,Out of Stock
Clothing,2850.99,2.78,43.4,In Stock
Furniture,,3.7,2.53,Out of Stock
Electronics,9109.01,4.08,11.93,Out of Stock
Furniture,7046.42,1.92,1.83,Out of Stock
Food,432.32,4.17,10.78,In Stock
Furniture,8704.31,2.27,9.62,Out of Stock
Clothing,2753.15,2.49,22.16,In Stock
Food,155.65,4.25,21.87,In Stock
Food,748.93,3.56,28.51,In Stock
Food,97.45,4.21,1.71,In Stock
Electronics,9468.87,3.12,13.39,Out of Stock
Electronics,9157.87,1.6,0.77,Out of Stock
Electronics,9394.41,2.26,2.58,Out of Stock
Electronics,7342.31,3.39,0.62,In Stock
Furniture,6298.75,1.11,6.31,Out of Stock
,9475.5,,12.74,In Stock
Furniture,4939.65,4.17,7.74,Out of Stock
Clothing,884.37,4.77,39.09,In Stock
Electronics,,3.84,4.01,Out of Stock
Furniture,5532.08,3.41,3.3,Out of Stock
Food,379.0,4.56,23.52,In Stock
Clothing,1633.15,4.38,42.74,In Stock
Food,541.08,,8.22,In Stock
Food,286.13,3.23,8.19,In Stock
,6047.6,2.82,18.17,In Stock
Furniture,4253.76,3.52,10.31,Out of Stock
Furniture,4149.05,4.23,8.53,In Stock
Food,322.79,4.51,7.72,Out of Stock
Electronics,8467.55,1.16,16.79,In Stock
Food,386.13,4.27,6.64,In Stock
Electronics,8385.37,4.09,9.46,In Stock
Electronics,8088.63,2.83,17.88,In Stock
Clothing,1744.67,4.53,41.06,In Stock
Clothing,1526.26,2.69,23.27,In Stock
Furniture,12914.61,1.8,7.87,Out of Stock
Food,654.57,3.71,19.27,In Stock
Food,234.22,3.22,23.83,In Stock
Clothing,747.42,2.81,43.48,In Stock
Clothing,1366.17,,49.09,In Stock
Clothing,1170.69,2.12,36.73,In Stock
Furniture,8411.84,1.35,10.61,Out of Stock
Electronics,5155.87,4.48,2.77,In Stock
Furniture,4527.74,1.61,14.4,Out of Stock
Food,569.88,,11.93,In Stock
Clothing,1340.78,2.7,26.63,In Stock
Food,463.87,4.26,7.71,In Stock
Clothing,2871.64,2.51,48.45,In Stock
,3178.27,2.68,5.0,Out of Stock
Furniture,8389.48,3.0,6.53,Out of Stock
Clothing,1537.12,4.2,35.86,In Stock
Clothing,2583.18,2.75,32.43,In Stock
Food,488.9,3.74,14.58,In Stock
Furniture,6765.39,1.5,3.21,Out of Stock
Electronics,5527.57,,,In Stock
Food,762.95,4.46,1.56,In Stock
Food,713.18,4.73,13.3,In Stock
Food,489.4,4.95,15.97,In Stock
Electronics,9526.61,1.33,3.82,Out of Stock
Food,380.57,4.17,24.49,In Stock
,,,0.71,Out of Stock
Electronics,9005.86,3.42,3.97,Out of Stock
Electronics,7474.14,3.97,15.41,In Stock
Furniture,8995.42,2.07,14.61,Out of Stock
Electronics,8316.81,2.63,5.61,Out of Stock
Furniture,11773.24,1.85,2.58,In Stock
Clothing,1824.58,2.87,33.3,In Stock
,5589.69,,5.67,In Stock
Furniture,3002.92,1.44,14.0,Out of Stock
Clothing,2668.39,2.7,40.03,In Stock
Food,506.43,4.94,11.21,In Stock
Clothing,2203.65,2.19,22.83,Out of Stock
Food,772.86,4.08,8.64,In Stock
Electronics,5601.35,3.81,12.9,Out of Stock
Clothing,1434.85,4.85,6.0,In Stock
Furniture,6644.69,4.22,4.81,In Stock
Clothing,,3.6,42.07,In Stock
Food,127.36,4.89,23.85,In Stock
Clothing,953.13,4.14,22.32,In Stock
Furniture,7827.54,3.74,14.44,Out of Stock
Electronics,5633.28,2.68,9.62,Out of Stock
Furniture,7515.74,2.27,0.78,Out of Stock
Clothing,2213.85,3.31,13.77,In Stock
Electronics,9080.17,4.21,9.73,Out of Stock
Electronics,6492.25,3.55,5.76,Out of Stock
Electronics,6180.04,3.92,0.81,Out of Stock
Food,121.08,3.01,4.59,In Stock
Clothing,672.48,4.99,18.0,In Stock
Furniture,4791.22,1.84,14.04,Out of Stock
Clothing,1800.4,3.09,44.3,In Stock
Electronics,6974.95,2.34,4.15,Out of Stock
Food,333.35,3.63,20.32,In Stock
Food,267.19,4.15,1.98,Out of Stock
Electronics,5956.45,2.63,18.74,Out of Stock
Electronics,6886.26,3.66,5.1,Out of Stock
Electronics,5635.17,1.23,6.11,In Stock
Food,168.25,3.35,22.82,In Stock
Food,61.88,4.12,11.38,In Stock
Clothing,1766.37,3.69,19.1,In Stock
Furniture,6541.31,3.57,13.07,Out of Stock
Furniture,,1.34,13.47,Out of Stock
Food,312.42,4.1,10.79,In Stock
Furniture,4509.63,3.06,,Out of Stock
Electronics,6014.97,2.81,15.94,In Stock
Electronics,7952.13,1.39,10.96,Out of Stock
,2256.85,4.38,33.31,In Stock
Electronics,5763.29,3.84,13.55,In Stock
Food,68.32,3.82,9.99,In Stock
Furniture,11032.94,1.76,8.86,Out of Stock
Electronics,9566.03,4.19,18.43,In Stock
Electronics,9892.53,1.04,12.45,Out of Stock
Clothing,1532.1,4.58,16.33,In Stock
Furniture,14772.35,3.15,11.9,Out of Stock
Clothing,714.0,2.55,39.13,In Stock
,66.49,4.63,0.42,In Stock
Electronics,8285.59,2.46,12.23,Out of Stock
Electronics,8480.16,2.37,2.16,Out of Stock
,3835.75,3.06,7.81,In Stock
Furniture,11906.41,2.78,6.34,In Stock
Electronics,6990.44,1.11,6.71,In Stock
Furniture,14712.24,4.06,4.94,In Stock
,490.85,4.69,13.24,Out of Stock
Furniture,3215.49,1.26,7.66,Out of Stock
Clothing,2923.6,4.08,8.19,In Stock
Food,192.02,4.54,25.24,Out of Stock
Clothing,2044.24,3.93,6.28,In Stock
Food,671.4,4.58,7.77,In Stock
Electronics,8543.38,1.86,0.81,Out of Stock
Electronics,6005.68,1.71,6.75,Out of Stock
Clothing,1546.12,3.53,26.45,In Stock
Food,253.01,3.06,18.15,In Stock
Electronics,6978.72,,17.34,Out of Stock
Food,610.06,4.72,14.85,In Stock
Furniture,4571.18,3.44,3.09,Out of Stock
Electronics,7206.15,1.26,16.51,Out of Stock
Food,144.46,4.81,25.93,In Stock
,1661.46,4.23,32.88,In Stock
Furniture,12636.91,,11.79,Out of Stock
Electronics,7312.28,4.76,9.73,In Stock
Food,396.96,4.57,24.65,In Stock
Furniture,9653.87,,7.02,Out of Stock
Furniture,,3.64,12.17,Out of Stock
Food,74.62,3.94,19.4,In Stock
Clothing,2575.08,2.15,43.36,Out of Stock
Food,461.3,,9.52,In Stock
Furniture,6383.15,2.86,,Out of Stock
Food,168.9,4.63,3.98,In Stock
Electronics,6166.98,2.81,10.34,Out of Stock
Furniture,12163.33,2.57,11.85,Out of Stock
Food,513.76,3.23,4.69,Out of Stock
Food,377.78,,22.31,In Stock
Electronics,7903.69,2.55,3.42,In Stock
Food,220.13,4.15,12.7,In Stock
Clothing,1787.32,2.51,34.83,In Stock
Food,689.4,3.52,14.75,In Stock
Electronics,9877.64,2.33,11.9,Out of Stock
Food,117.65,4.21,2.69,In Stock
Furniture,14510.83,3.5,11.82,Out of Stock
,8520.52,3.36,9.0,Out of Stock
Furniture,13300.48,4.35,7.49,Out of Stock
Clothing,2828.84,3.75,29.23,In Stock
Furniture,8453.79,1.73,0.06,Out of Stock
Furniture,5898.07,2.78,5.7,Out of Stock
Food,386.36,4.96,10.51,In Stock
Food,389.14,3.27,1.44,In Stock
Furniture,12304.91,3.0,11.41,Out of Stock
Clothing,874.66,3.72,16.41,In Stock
,1070.15,2.03,10.87,In Stock
Food,281.95,3.23,29.58,In Stock
,6703.59,1.46,2.99,Out of Stock
Furniture,10052.44,1.22,12.94,Out of Stock
Furniture,14538.0,1.86,6.75,Out of Stock
Clothing,555.34,3.92,23.63,In Stock
Furniture,,1.72,9.81,Out of Stock
Electronics,7081.09,1.72,13.78,Out of Stock
Food,473.8,4.72,3.52,In Stock
Electronics,8928.33,,2.3,In Stock
Clothing,2237.05,3.32,47.52,In Stock
Clothing,854.03,3.93,22.19,In Stock
Clothing,2892.04,2.99,48.3,In Stock
Food,726.11,3.54,24.11,In Stock
Clothing,2989.01,2.76,24.65,Out of Stock
Clothing,1800.45,2.88,5.69,Out of Stock
Electronics,6100.65,2.13,8.87,Out of Stock
Clothing,927.76,4.62,36.72,In Stock
Electronics,5426.0,3.6,13.07,Out of Stock
Electronics,9781.11,1.01,4.96,In Stock
Food,745.84,4.86,21.62,In Stock
Food,624.32,3.18,15.42,In Stock
Food,223.69,3.36,24.31,In Stock
Clothing,837.6,3.41,47.24,In Stock
Clothing,964.58,4.93,49.74,In Stock
,9667.41,,4.74,Out of Stock
Food,368.37,3.62,8.42,In Stock
Clothing,2930.57,2.46,38.0,In Stock
Electronics,5002.05,3.38,18.32,Out of Stock
Clothing,1219.84,2.56,34.33,In Stock
Clothing,2281.5,4.06,19.37,In Stock
Clothing,1130.51,4.87,46.55,In Stock
Food,392.99,4.69,13.57,In Stock
Food,368.29,3.31,12.79,In Stock
Food,453.06,3.05,13.32,In Stock
Furniture,12376.27,3.38,9.53,Out of Stock
Furniture,13914.67,1.06,8.36,Out of Stock
Food,640.51,4.08,9.72,In Stock
Furniture,4635.01,4.11,7.06,In Stock
Electronics,9390.58,3.34,13.48,Out of Stock
Electronics,9021.31,3.64,7.96,Out of Stock
Electronics,,4.21,7.47,Out of Stock
Food,341.09,3.19,27.44,In Stock
Furniture,4092.44,3.27,6.2,Out of Stock
Electronics,,3.72,1.34,Out of Stock
Furniture,10124.47,3.7,12.42,Out of Stock
Electronics,5852.65,4.59,13.12,In Stock
Furniture,13582.26,2.7,8.13,Out of Stock
Clothing,2797.6,4.7,25.17,In Stock
Electronics,6372.06,2.57,7.76,Out of Stock
Clothing,1217.17,2.81,43.75,In Stock
Clothing,674.65,4.03,12.78,In Stock
Clothing,1361.26,2.18,17.15,In Stock
Clothing,2421.05,4.66,14.97,In Stock
,8562.57,2.65,13.1,Out of Stock
Food,622.1,4.03,20.12,In Stock
,2618.39,2.03,23.13,In Stock
Food,730.43,4.48,16.29,In Stock
Food,447.23,3.7,15.62,In Stock
Clothing,2138.46,3.26,37.14,In Stock
Clothing,2653.08,2.46,25.32,Out of Stock
Electronics,7040.1,3.75,5.0,Out of Stock
Electronics,8201.25,4.51,,In Stock
Food,733.26,4.99,3.18,In Stock
Electronics,6165.27,4.8,19.17,Out of Stock
Food,123.28,3.03,4.83,In Stock
Food,797.01,3.36,15.08,In Stock
Electronics,9242.09,1.08,12.09,Out of Stock
,257.77,4.72,8.5,In Stock
Clothing,2216.89,4.02,14.97,Out of Stock
Furniture,3417.59,2.43,4.34,Out of Stock
Clothing,2522.44,4.4,25.57,In Stock
,10278.15,3.11,12.41,Out of Stock
Food,368.75,3.55,7.95,In Stock
Electronics,7680.96,2.8,8.8,Out of Stock
Food,118.35,4.44,6.41,In Stock
Furniture,5363.44,2.44,3.42,Out of Stock
Food,487.89,3.74,13.47,In Stock
,9446.03,1.71,2.34,Out of Stock
Furniture,13565.06,2.52,6.18,Out of Stock
Electronics,5178.06,,11.08,Out of Stock
Electronics,7794.2,3.83,3.55,In Stock
Food,239.17,4.62,28.42,In Stock
Clothing,839.83,3.49,,In Stock
Furniture,,2.14,2.16,Out of Stock
Furniture,11519.2,2.87,2.16,Out of Stock
Clothing,523.1,4.42,12.93,In Stock
Electronics,8031.08,2.35,11.71,Out of Stock
Furniture,6787.84,1.3,3.34,Out of Stock
Clothing,970.15,3.28,34.62,In Stock
,6165.67,1.04,7.78,Out of Stock
Clothing,2014.4,4.89,31.53,In Stock
Food,403.38,4.15,27.84,In Stock
Electronics,9141.89,2.29,4.75,Out of Stock
Food,246.98,4.01,22.32,In Stock
Clothing,1758.05,2.2,37.56,In Stock
Food,654.48,3.58,19.92,In Stock
Electronics,7132.96,4.56,16.9,Out of Stock
Food,444.07,4.38,26.5,In Stock
Furniture,8948.6,2.1,11.3,Out of Stock
Electronics,6100.33,2.55,17.31,Out of Stock
Electronics,8622.11,2.62,4.29,Out of Stock
Electronics,,2.14,3.52,In Stock
Food,607.5,3.5,13.63,In Stock
Food,339.39,4.96,11.73,In Stock
Food,109.99,3.18,17.72,In Stock
Electronics,7996.82,2.68,8.64,Out of Stock
Clothing,634.83,3.55,27.71,In Stock
Food,162.16,3.21,3.71,In Stock
Clothing,752.57,3.83,13.84,In Stock
Furniture,6017.16,1.61,14.37,Out of Stock
Electronics,9273.09,1.92,6.55,Out of Stock
Food,207.42,3.98,0.59,In Stock
Clothing,2178.42,3.57,45.44,In Stock
Clothing,910.98,4.41,40.64,In Stock
Food,145.39,3.8,5.1,In Stock
,241.04,3.53,16.69,In Stock
Furniture,7936.93,4.32,1.9,Out of Stock
Electronics,,1.92,,Out of Stock
Electronics,6694.85,1.57,17.16,In Stock
Food,281.65,4.32,16.99,In Stock
Food,403.82,3.99,21.97,In Stock
Clothing,719.43,4.0,45.31,In Stock
Electronics,5288.94,1.56,14.33,In Stock
Electronics,7186.41,2.61,2.74,Out of Stock
Furniture,9081.24,1.44,7.15,Out of Stock
Electronics,8818.08,2.03,9.62,Out of Stock
Clothing,2980.04,4.06,,In Stock
Electronics,7074.24,4.07,0.81,In Stock
Clothing,807.28,2.61,23.09,In Stock
Electronics,9228.72,2.39,13.09,In Stock
Food,,4.17,10.72,In Stock
Electronics,7885.27,2.37,1.68,In Stock
Furniture,14913.65,1.45,1.09,Out of Stock
Electronics,9392.65,2.21,13.01,Out of Stock
Food,296.75,3.78,7.86,In Stock
Furniture,7116.53,2.44,10.81,In Stock
Food,433.65,4.89,1.26,In Stock
Food,427.3,4.17,27.61,In Stock
Clothing,622.9,3.72,43.41,In Stock
Clothing,1104.82,,5.86,In Stock
Food,599.34,4.87,19.72,In Stock
Furniture,8268.35,1.16,13.8,Out of Stock
Food,402.72,3.06,20.69,In Stock
Food,411.38,3.25,6.43,In Stock
Food,98.37,4.15,18.66,In Stock
Clothing,1764.36,4.45,43.75,In Stock
Electronics,8078.12,1.05,13.9,Out of Stock
Food,363.5,4.13,19.47,In Stock
Furniture,7202.84,4.21,2.01,Out of Stock
Electronics,8357.56,1.02,18.49,Out of Stock
Food,134.38,,9.99,In Stock
Electronics,6867.83,1.86,11.7,Out of Stock
Food,382.19,3.07,,In Stock
Electronics,9052.16,3.76,14.5,Out of Stock
Clothing,2245.29,2.93,9.48,Out of Stock
Furniture,,3.91,14.71,Out of Stock
Clothing,1734.62,2.03,11.3,In Stock
Food,291.56,4.16,2.25,In Stock
Furniture,14320.29,2.28,,Out of Stock
Furniture,12366.26,3.64,9.1,Out of Stock
Electronics,8133.92,3.55,12.57,Out of Stock
Clothing,1884.32,4.96,37.95,In Stock
Electronics,8884.73,4.49,4.31,In Stock
Furniture,4005.65,2.69,7.71,Out of Stock
Furniture,12950.18,2.55,8.56,Out of Stock
Food,445.3,3.08,18.46,In Stock
Furniture,12936.52,1.55,8.91,Out of Stock
Food,,3.33,3.7,In Stock
Food,785.04,3.79,,In Stock
Electronics,5856.62,3.67,12.19,Out of Stock
,10722.63,1.31,13.4,Out of Stock
Electronics,6946.33,2.25,9.25,In Stock
,7680.79,4.02,13.94,Out of Stock
Furniture,6641.44,,11.72,In Stock
Food,748.11,3.49,17.31,Out of Stock
Electronics,6372.72,4.3,0.11,In Stock
Clothing,1912.05,3.02,19.52,In Stock
Clothing,2112.27,4.55,32.41,In Stock
Clothing,,2.79,28.38,Out of Stock
Electronics,7252.68,1.05,11.14,Out of Stock
Furniture,10938.29,3.07,11.04,Out of Stock
Food,478.5,3.13,3.49,In Stock
Clothing,1991.19,2.82,,Out of Stock
Clothing,1574.01,3.66,19.79,In Stock
Clothing,2301.08,3.93,19.98,In Stock
,616.15,4.3,19.12,In Stock
Food,465.07,3.02,20.9,In Stock
Furniture,7512.5,4.3,12.27,Out of Stock
Clothing,1969.24,2.76,,Out of Stock
Furniture,7084.62,2.67,4.44,Out of Stock
Furniture,9179.15,1.58,14.67,Out of Stock
Electronics,5539.62,4.73,18.27,In Stock
Furniture,9304.33,,,Out of Stock
Electronics,8150.17,2.36,6.02,Out of Stock
Furniture,9938.76,2.74,8.69,Out of Stock
Clothing,1216.65,3.1,8.78,In Stock
Furniture,3627.32,1.89,,Out of Stock
Furniture,4245.3,3.85,0.58,Out of Stock
Furniture,10907.31,1.95,13.07,Out of Stock
Furniture,8819.91,2.07,7.76,Out of Stock
Clothing,1454.9,3.69,10.15,In Stock
Electronics,9984.95,2.7,6.96,Out of Stock
Clothing,2275.52,3.09,42.5,In Stock
Electronics,7271.35,3.88,2.15,Out of Stock
Food,684.59,4.47,6.35,In Stock
Clothing,863.22,2.95,48.92,In Stock
Furniture,6081.98,2.6,0.45,Out of Stock
,347.92,4.14,28.59,In Stock
Furniture,9200.83,3.87,8.21,In Stock
Electronics,5203.93,2.26,11.51,Out of Stock
Furniture,,4.01,3.43,Out of Stock
Furniture,5641.32,1.7,13.84,Out of Stock
Clothing,2631.67,4.32,22.67,In Stock
Food,428.29,3.93,7.6,In Stock
Furniture,9060.34,1.11,1.98,Out of Stock
Electronics,9432.95,4.01,8.46,In Stock
Food,437.86,3.74,22.22,In Stock
Clothing,2460.47,4.29,37.52,In Stock
Electronics,6022.52,2.35,9.4,Out of Stock
Clothing,1326.98,4.26,19.82,In Stock
Electronics,5691.16,2.6,19.6,Out of Stock
,6129.41,3.45,8.66,In Stock
Electronics,5355.12,2.95,14.04,Out of Stock
Furniture,9158.64,4.05,4.33,Out of Stock
Food,114.69,,11.35,In Stock
Furniture,,3.77,4.86,Out of Stock
Clothing,2290.41,,18.11,In Stock
,861.78,4.43,15.02,In Stock
Food,588.05,4.89,15.83,In Stock
Clothing,1850.07,3.38,19.67,In Stock
Electronics,7378.28,3.41,19.72,Out of Stock
Food,753.32,4.72,26.67,In Stock
Electronics,7339.25,3.63,17.9,In Stock
Food,344.71,4.92,12.47,In Stock
Food,500.81,4.42,28.52,In Stock
Electronics,6223.08,3.98,10.42,In Stock
Electronics,6342.79,,11.04,Out of Stock
Furniture,10931.69,2.13,7.22,Out of Stock
Clothing,,3.21,13.93,In Stock
Electronics,9808.2,3.05,14.68,In Stock
Furniture,,2.24,6.11,Out of Stock
Electronics,7045.98,3.18,10.87,In Stock
Food,422.87,3.27,14.88,In Stock
Furniture,5029.25,1.44,13.99,Out of Stock
Electronics,8024.75,3.64,8.04,Out of Stock
Electronics,9544.9,3.55,15.38,Out of Stock
Electronics,6842.81,4.84,,In Stock
Clothing,2634.87,2.52,17.19,In Stock
Electronics,6428.13,2.08,17.11,Out of Stock
Food,73.91,3.15,8.22,In Stock
Electronics,5999.36,1.93,15.96,Out of Stock
,472.34,3.01,12.88,In Stock
Furniture,7894.62,1.4,10.14,Out of Stock
,11425.17,3.52,10.93,Out of Stock
Food,50.04,4.91,24.43,In Stock
Clothing,2759.95,2.05,,In Stock
Food,657.34,4.67,2.8,In Stock
Food,604.08,4.92,20.36,In Stock
Clothing,1926.4,4.84,24.93,In Stock
Electronics,7996.47,2.91,18.66,Out of Stock
Furniture,3913.02,2.75,10.3,Out of Stock
Clothing,2479.77,3.75,45.9,In Stock
Electronics,9709.96,1.26,8.05,Out of Stock
Clothing,558.65,2.99,29.16,In Stock
Clothing,2776.99,4.54,10.74,In Stock
Furniture,,3.06,7.98,Out of Stock
Food,249.78,4.8,27.82,In Stock
Furniture,7831.34,4.12,5.76,Out of Stock
Electronics,8684.08,2.9,2.45,Out of Stock
Clothing,2819.84,3.36,38.05,In Stock
Clothing,1417.93,2.06,9.52,In Stock
Electronics,7481.1,3.76,6.69,Out of Stock
Clothing,2238.72,4.1,36.68,In Stock
Furniture,8910.26,4.2,7.34,In Stock
Electronics,,1.8,6.15,Out of Stock
Food,81.75,4.27,7.46,In Stock
Electronics,6520.78,,6.54,In Stock
Electronics,6210.98,,15.5,Out of Stock
Electronics,5648.53,2.82,10.14,Out of Stock
Furniture,11248.68,3.22,12.16,In Stock
Furniture,3537.02,2.04,4.2,Out of Stock
Furniture,4752.2,2.01,,Out of Stock
Clothing,1804.71,3.99,22.15,In Stock
Electronics,8597.35,2.34,5.81,In Stock
Food,455.89,3.05,2.39,In Stock
Clothing,1544.92,4.83,37.47,In Stock
,4057.52,3.96,10.98,Out of Stock
Electronics,8054.73,4.28,8.08,In Stock
Clothing,1053.75,,29.7,In Stock
Electronics,7691.63,3.26,18.97,In Stock
Clothing,2755.61,4.63,41.06,In Stock
Food,757.57,3.2,7.95,In Stock
Clothing,1737.64,4.54,27.73,In Stock
Clothing,2370.09,2.42,16.36,In Stock
Clothing,2329.44,2.49,20.81,In Stock
Clothing,1162.17,3.05,36.87,In Stock
Furniture,7414.17,2.94,1.5,Out of Stock
Furniture,12660.21,2.29,9.73,Out of Stock
Furniture,11704.68,1.73,13.27,Out of Stock
Furniture,10394.69,2.5,2.74,Out of Stock
Clothing,2855.75,4.27,14.36,In Stock
Food,303.28,4.62,20.87,In Stock
Clothing,2414.46,3.32,37.24,In Stock
Clothing,1466.23,2.63,33.47,In Stock
Furniture,14712.17,2.09,6.91,Out of Stock
Electronics,8370.01,3.17,16.87,In Stock
Furniture,12140.91,1.2,14.98,Out of Stock
Clothing,2381.01,4.59,34.3,In Stock
Food,692.21,3.22,10.43,In Stock
Food,707.32,3.4,2.35,In Stock
Furniture,12457.43,3.92,2.44,Out of Stock
Food,690.76,4.37,15.6,In Stock
Food,672.69,3.84,5.82,In Stock
Electronics,6424.26,3.02,10.63,In Stock
Food,654.19,4.58,17.44,In Stock
Electronics,8903.93,1.77,1.0,Out of Stock
Food,705.23,,7.4,In Stock
Food,571.49,3.82,26.29,In Stock
Food,273.48,3.02,9.02,In Stock
Electronics,7890.38,2.5,10.7,Out of Stock
Electronics,9382.99,4.65,5.32,In Stock
Food,396.61,4.1,28.47,In Stock
Electronics,9993.09,1.94,14.54,Out of Stock
Electronics,6890.16,1.03,0.19,Out of Stock
Electronics,7302.83,2.95,0.45,Out of Stock
Furniture,11243.13,2.03,8.4,Out of Stock
Food,275.69,3.33,12.22,In Stock
Clothing,1080.68,3.6,13.95,In Stock
Clothing,1771.01,2.47,35.19,In Stock
Clothing,2384.84,2.33,26.05,Out of Stock
Furniture,3850.46,3.09,3.97,Out of Stock
Food,445.72,4.03,27.73,In Stock
Electronics,7745.42,3.33,8.03,Out of Stock
Electronics,9745.4,4.11,5.71,In Stock
Electronics,9221.05,2.73,16.57,In Stock
Food,667.17,3.38,21.03,In Stock
Furniture,6487.72,2.04,4.45,Out of Stock
Clothing,2313.92,2.69,5.04,In Stock
Electronics,8576.18,1.68,2.09,Out of Stock
Electronics,6187.58,2.52,9.52,Out of Stock
Furniture,3534.84,4.4,10.74,In Stock
Clothing,1307.99,2.96,25.18,In Stock
Furniture,10514.94,1.51,2.83,Out of Stock
Food,694.58,3.51,11.41,In Stock
Clothing,2678.18,3.99,20.38,In Stock
Electronics,8418.5,1.08,14.71,Out of Stock
Electronics,7435.08,4.25,19.09,In Stock
Food,744.34,4.82,15.37,In Stock
Furniture,7321.71,2.63,10.35,Out of Stock
Food,713.0,3.41,27.55,In Stock
Food,661.39,4.96,26.41,In Stock
Electronics,6399.69,1.42,2.24,Out of Stock
Furniture,6494.68,3.15,12.06,In Stock
Furniture,13791.0,3.18,0.08,Out of Stock
Clothing,965.79,2.3,21.35,In Stock
Furniture,9016.21,1.15,5.23,Out of Stock
Food,184.38,4.29,13.93,In Stock
Food,,3.86,28.68,In Stock
Food,211.05,4.03,22.08,In Stock
Furniture,9682.13,4.25,5.67,Out of Stock
Food,397.76,3.18,18.27,In Stock
Electronics,6441.06,1.64,10.89,In Stock
Clothing,1830.78,2.23,36.42,In Stock
Furniture,10485.27,1.66,7.04,Out of Stock
Electronics,8601.61,3.12,7.91,Out of Stock
Clothing,1305.85,3.83,47.26,In Stock
Clothing,2179.36,2.22,25.73,In Stock
,2727.06,2.28,49.5,Out of Stock
Food,761.8,3.16,28.0,In Stock
Furniture,,3.96,6.28,Out of Stock
Electronics,7204.28,3.54,15.49,In Stock
Electronics,5168.95,3.37,3.73,Out of Stock
Electronics,6729.75,2.39,9.38,Out of Stock
Furniture,7009.64,,2.18,Out of Stock
Food,75.08,3.94,28.63,In Stock
Clothing,789.19,4.84,,In Stock
Furniture,10649.99,3.26,12.4,Out of Stock
Furniture,4283.04,2.77,10.46,Out of Stock
Furniture,10041.85,3.91,1.08,Out of Stock
Furniture,11288.41,2.87,5.69,Out of Stock
Clothing,1350.69,3.86,45.09,Out of Stock
Furniture,8954.11,3.89,6.03,Out of Stock
Clothing,755.99,2.18,7.31,In Stock
Furniture,7561.8,2.18,10.77,Out of Stock
Food,607.12,3.1,6.63,In Stock
Furniture,6291.14,2.92,2.17,Out of Stock
Food,150.46,4.89,24.13,In Stock
Electronics,5903.27,2.63,7.11,Out of Stock
Food,643.25,4.02,3.84,In Stock
Furniture,11867.9,2.39,3.94,Out of Stock
Furniture,7505.98,2.74,5.15,In Stock
Electronics,6209.53,2.59,0.38,In Stock
